player_name,season,do_or_die_points,team_name,player_id,match_played,position_id,position_name,high_5s,avg_raid_points,raid_points,successful_raids,successful_tackles,super_10s,super_raids,super_tackles,tackle_points,total_points,z_score_do_or_die_points,z_score_high_5s,z_score_avg_raid_points,z_score_raid_points,z_score_successful_raids,z_score_successful_tackles,z_score_super_10s,z_score_super_raids,z_score_super_tackles,z_score_tackle_points,z_score_total_points
D. Gopu,6,0.0,Tamil Thalaivas,152,5,10.0,"Defender, right and left corner",1.0,0.5,4.0,4.0,5.0,0.0,0.0,2.0,1.4,7.0,-0.5575209349493357,0.48667279458758345,-0.35402847886443306,-0.30878150222222345,-0.2531171789671512,-0.1955326454057632,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.8195708973916133,-0.4426908897300135
D. Pradap,6,4.0,Tamil Thalaivas,722,13,1.0,All Rounder,0.0,1.13,9.0,5.0,12.0,0.0,0.0,1.0,1.0,22.0,0.22810036387955115,-0.44714607015407415,-0.01888639762426733,-0.11655586348704482,-0.20546862635281696,0.44797404581768124,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.3461635025046484,0.09955524221407298
D. Suresh Kumar,5,0.0,U Mumba,162,5,7.0,"Defender, right cover",2.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,1.6,8.0,-0.5575209349493357,1.420491659329241,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.10360311808812828,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,1.056274594835096,-0.4065411476004077
Dadaso Balaso Awad,2,2.0,Dabang Delhi K.C.,38,7,1.0,All Rounder,0.0,0.83,5.0,4.0,10.0,0.0,0.0,2.0,1.71,17.0,-0.16471028553489228,-0.44714607015407415,-0.1784778648814891,-0.2703363744751877,-0.2531171789671512,0.2641149911824114,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,1.1864616284290113,-0.08119346843395583
Darshan J.,6,0.0,Tamil Thalaivas,724,9,7.0,"Defender, right cover",1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.67,6.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.42411688546333065,-0.4437113894244882,-0.10360311808812828,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.044397598277097765,-0.4788406318596193
Darshan Kadian,7,14.0,Puneri Paltan,324,4,8.0,Raider,0.0,0.5,2.0,1.0,1.0,1.0,1.0,3.0,0.44,2.0,2.1921536109517685,-0.44714607015407415,-0.35402847886443306,-0.3856717577162949,-0.3960628368101539,-0.5632507546763028,0.47400110819921776,0.4821462042974862,1.3075348331064864,-0.31660685033710273,-0.6234396003780424
David Shilisia J Mosambayi,6,0.0,Jaipur Pink Panthers,266,4,8.0,Raider,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5575209349493357,-0.44714607015407415,-0.08804270010239672,-0.30878150222222345,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5511401161188308
Deepak Dhull,3,0.0,Bengal Warriors,181,1,4.0,"Defender, left cover",1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.38,1.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.42411688546333065,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.795900527647265,-0.6595893425076481
Deepak Kumar,3,0.0,Bengal Warriors,184,3,3.0,"Defender, left corner",1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.33,4.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.7367246032863947,-0.5511401161188308
Deepak Kumar Dahiya,6,3.0,Puneri Paltan,174,11,8.0,Raider,0.0,2.82,31.0,26.0,2.0,1.0,1.0,1.0,0.27,34.0,0.03169503917232944,-0.44714607015407415,0.8801455345914155,0.7292369469477412,0.7951509785482023,-0.47132122735866794,0.47400110819921776,0.4821462042974862,-0.050289801273326475,-0.5178049931640628,0.5333521477693421
Deepak Kumar Rathee,5,1.0,Haryana Steelers,275,6,1.0,All Rounder,0.0,0.5,3.0,3.0,3.0,0.0,1.0,1.0,0.67,7.0,-0.361115610242114,-0.44714607015407415,-0.35402847886443306,-0.3472266299692592,-0.30076573158148545,-0.379391700041033,-0.3118428343415906,0.4821462042974862,-0.050289801273326475,-0.044397598277097765,-0.4426908897300135
Deepak Narwal,7,10.0,Jaipur Pink Panthers,211,14,8.0,Raider,0.0,2.64,37.0,32.0,1.0,3.0,1.0,1.0,0.07,38.0,1.4065323121228814,-0.44714607015407415,0.7843906542370825,0.9599077134299555,1.0810422942342077,-0.5632507546763028,2.045688993280834,0.4821462042974862,-0.050289801273326475,-0.7545086906075453,0.6779511162877653
Deepak Niwas Hooda,7,18.0,Jaipur Pink Panthers,41,15,1.0,All Rounder,1.0,6.6,99.0,78.0,7.0,4.0,2.0,1.0,0.53,107.0,2.9777749097806554,0.48667279458758345,2.8909980220324103,3.343505633746171,3.2728757144935825,-0.011673590770493363,2.8315329358216426,1.4672881784837013,-0.050289801273326475,-0.21009018648753555,3.172283323230563
Deepak Yadav,5,0.0,U Mumba,694,4,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,8.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.011673590770493363,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,1.529681989722061,-0.4065411476004077
Dharmaraj Cheralathan,7,1.0,Haryana Steelers,42,14,10.0,"Defender, right and left corner",1.0,0.25,2.0,1.0,30.0,0.0,0.0,3.0,2.36,35.0,-0.361115610242114,0.48667279458758345,-0.4870213682454512,-0.3856717577162949,-0.3960628368101539,2.10270553753511,-0.3118428343415906,-0.5029957698887288,1.3075348331064864,1.9557486451203294,0.5695018898989479
Dharmender,6,0.0,Gujarat Fortunegiants,2314,4,8.0,Raider,0.0,1.67,5.0,2.0,0.0,0.0,1.0,0.0,0.0,5.0,-0.5575209349493357,-0.44714607015407415,0.26837824343873196,-0.2703363744751877,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,0.4821462042974862,-0.7292021184632329,-0.8373549847127643,-0.514990373989225
Dinesh Kumar,2,4.0,Bengal Warriors,182,8,1.0,All Rounder,0.0,2.38,19.0,17.0,0.0,0.0,0.0,0.0,0.0,19.0,0.22810036387955115,-0.44714607015407415,0.6460780492808236,0.26789541398331246,0.366314005019194,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.008893984174744308
Dong Geon Lee,7,4.0,U Mumba,522,4,8.0,Raider,0.0,2.5,10.0,7.0,0.0,1.0,1.0,0.0,0.0,10.0,0.22810036387955115,-0.44714607015407415,0.7099146361837123,-0.0781107357400091,-0.11017152112414846,-0.6551802819939377,0.47400110819921776,0.4821462042974862,-0.7292021184632329,-0.8373549847127643,-0.3342416633411962
Dong Ju Hong,5,0.0,"Ben, Mum",11,3,1.0,All Rounder,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Dovlet Boshimov,1,1.0,Patna Pirates,23,2,8.0,Raider,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.361115610242114,-0.44714607015407415,-0.6200142576264694,-0.30878150222222345,-0.30076573158148545,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5511401161188308
E Subash,6,0.0,U Mumba,690,2,1.0,All Rounder,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.5,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.9379227461133547,-0.6595893425076481
Ehsan Zamani Fard,1,0.0,Dabang Delhi K.C.,4,8,3.0,"Defender, left corner",0.0,0.5,4.0,3.0,2.0,0.0,0.0,0.0,0.25,6.0,-0.5575209349493357,-0.44714607015407415,-0.35402847886443306,-0.30878150222222345,-0.30076573158148545,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.5414753629084111,-0.4788406318596193
Elangeshwaran R,5,4.0,Telugu Titans,667,5,1.0,All Rounder,0.0,2.4,12.0,7.0,2.0,0.0,1.0,2.0,0.8,16.0,0.22810036387955115,-0.44714607015407415,0.656717480431305,-0.0012204802459376378,-0.11017152112414846,-0.47132122735866794,-0.3118428343415906,0.4821462042974862,0.6286225159165799,0.10945980506116589,-0.1173432105635616
Elavarasan A,7,0.0,Jaipur Pink Panthers,2665,3,4.0,"Defender, left cover",0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,1.33,4.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.7367246032863947,-0.5511401161188308
Emad Sedaghatnia,7,0.0,Puneri Paltan,2376,1,8.0,Raider,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Farhad Kamal Gharibi,1,0.0,Bengal Warriors,5,2,3.0,"Defender, left corner",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.8373549847127643,-0.6234396003780424
Farhad Rahimi Milaghardan,7,3.0,Telugu Titans,482,14,1.0,All Rounder,1.0,1.31,17.0,15.0,22.0,0.0,0.0,4.0,1.57,39.0,0.03169503917232944,0.48667279458758345,0.07686848273006584,0.191005158489241,0.27101689979052546,1.3672693189940304,-0.3118428343415906,-0.5029957698887288,1.9864471502963925,1.0207690402185736,0.714100858417371
Fazel Atrachali,7,0.0,U Mumba,259,15,3.0,"Defender, left corner",2.0,0.29,2.0,1.0,47.0,0.0,0.0,3.0,3.33,52.0,-0.5575209349493357,1.420491659329241,-0.4657425059444883,-0.3856717577162949,-0.3960628368101539,3.6655075019349033,-0.3118428343415906,-0.5029957698887288,1.3075348331064864,3.10376157772122,1.184047506102246
G.S. Manikandan,3,0.0,Dabang Delhi K.C.,222,7,4.0,"Defender, left cover",0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.14,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.6716623965023265,-0.6595893425076481
Gangadhari Mallesh,6,1.0,Jaipur Pink Panthers,44,6,8.0,Raider,0.0,0.4,2.0,1.0,1.0,0.0,0.0,1.0,0.33,4.0,-0.361115610242114,-0.44714607015407415,-0.4072256346168403,-0.3856717577162949,-0.3960628368101539,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.4467938839310181,-0.5511401161188308
Gaurav Kumar,6,0.0,U Mumba,2313,3,8.0,Raider,0.0,0.67,2.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.2635933140853407,-0.3856717577162949,-0.34841428419581966,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6234396003780424
Girish Maruti Ernak,7,1.0,Puneri Paltan,161,10,3.0,"Defender, left corner",1.0,0.25,1.0,1.0,19.0,0.0,1.0,3.0,2.2,22.0,-0.361115610242114,0.48667279458758345,-0.4870213682454512,-0.42411688546333065,-0.3960628368101539,1.0914807370411257,-0.3118428343415906,0.4821462042974862,1.3075348331064864,1.7663856871655437,0.09955524221407298
Gnanasekaran M,3,0.0,Dabang Delhi K.C.,278,8,6.0,"Defender, right corner",0.0,1.0,5.0,3.0,1.0,0.0,0.0,1.0,0.25,7.0,-0.5575209349493357,-0.44714607015407415,-0.08804270010239672,-0.2703363744751877,-0.30076573158148545,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.5414753629084111,-0.4426908897300135
Gokul Shitole,1,0.0,Jaipur Pink Panthers,144,3,6.0,"Defender, right corner",0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.67,2.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.044397598277097765,-0.6234396003780424
Gulveer Singh,5,0.0,U.P. Yoddha,647,4,8.0,Raider,0.0,0.75,3.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,-0.5575209349493357,-0.44714607015407415,-0.2210355894834149,-0.3472266299692592,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5872898582484366
Gurchet Singh,1,0.0,Bengaluru Bulls,154,4,0.0,,0.0,0.25,1.0,1.0,3.0,0.0,0.0,0.0,0.75,4.0,-0.5575209349493357,-0.44714607015407415,-0.4870213682454512,-0.42411688546333065,-0.3960628368101539,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,0.0502838807002952,-0.5511401161188308
Gurpreet Singh,2,1.0,Bengaluru Bulls,45,2,6.0,"Defender, right corner",1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.56,1.0,-0.361115610242114,0.48667279458758345,-0.6200142576264694,-0.3856717577162949,-0.3960628368101539,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,1.0089338553463996,-0.6595893425076481
Gurvinder Singh,7,5.0,Gujarat Fortunegiants,46,2,8.0,Raider,0.0,2.0,4.0,3.0,5.0,1.0,1.0,1.0,0.78,4.0,0.4245056885867729,-0.44714607015407415,0.443928857421676,-0.30878150222222345,-0.30076573158148545,-0.1955326454057632,0.47400110819921776,0.4821462042974862,-0.050289801273326475,0.08578943531681761,-0.5511401161188308
Hadi Oshtorak,7,3.0,Patna Pirates,249,15,1.0,All Rounder,1.0,0.3,3.0,1.0,22.0,0.0,0.0,6.0,1.87,31.0,0.03169503917232944,0.48667279458758345,-0.4604227903692476,-0.3472266299692592,-0.3960628368101539,1.3672693189940304,-0.3118428343415906,-0.5029957698887288,3.3442717846762053,1.3758245863837975,0.4249029213805249
Hadi Tajik,7,1.0,Puneri Paltan,301,8,6.0,"Defender, right corner",0.0,0.33,1.0,1.0,8.0,0.0,0.0,1.0,1.13,10.0,-0.361115610242114,-0.44714607015407415,-0.4444636436435254,-0.42411688546333065,-0.3960628368101539,0.08025593654714155,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.5000209058429119,-0.3342416633411962
Hardeep Duhan,3,0.0,Bengaluru Bulls,317,1,6.0,"Defender, right corner",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Harendra Kumar,7,0.0,U Mumba,2486,13,4.0,"Defender, left cover",1.0,0.0,0.0,0.0,12.0,0.0,0.0,1.0,1.0,13.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,0.44797404581768124,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,0.3461635025046484,-0.2257924369523789
Harish Naik,6,6.0,Bengaluru Bulls,372,7,8.0,Raider,0.0,3.0,21.0,14.0,0.0,1.0,0.0,0.0,0.0,21.0,0.6209110132939946,-0.44714607015407415,0.9759004149457486,0.3447856694773839,0.22336834717619122,-0.6551802819939377,0.47400110819921776,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,0.06340550008446723
Harmanjit Singh,7,0.0,Gujarat Fortunegiants,2666,2,8.0,Raider,0.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,-0.5575209349493357,-0.44714607015407415,0.443928857421676,-0.30878150222222345,-0.2531171789671512,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5511401161188308
Harvinder Singh,2,0.0,Puneri Paltan,246,4,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,2.0,8.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.011673590770493363,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,1.529681989722061,-0.4065411476004077
Hyunil Park,2,0.0,Telugu Titans,250,2,1.0,All Rounder,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.3856717577162949,-0.3960628368101539,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.5872898582484366
Inderpal Bishnoi,2,0.0,Dabang Delhi K.C.,224,2,8.0,Raider,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Isac Antony,3,1.0,Telugu Titans,238,2,8.0,Raider,0.0,1.67,1.0,1.0,4.0,0.0,0.0,0.0,0.57,1.0,-0.361115610242114,-0.44714607015407415,0.26837824343873196,-0.42411688546333065,-0.3960628368101539,-0.28746217272339813,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.16274944699883914,-0.6595893425076481
Jadhav Balasaheb Shahaji,7,0.0,Puneri Paltan,2492,12,7.0,"Defender, right cover",1.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0,1.75,21.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,0.9995512097234908,-0.3118428343415906,-0.5029957698887288,1.3075348331064864,1.233802367917708,0.06340550008446723
Jagdeesha K.K.,3,0.0,Jaipur Pink Panthers,283,7,6.0,"Defender, right corner",0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.71,5.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.1955326454057632,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,0.0029431412115986538,-0.514990373989225
Jaideep,7,0.0,Patna Pirates,579,15,3.0,"Defender, left corner",3.0,0.0,0.0,0.0,38.0,0.0,0.0,3.0,2.73,41.0,-0.5575209349493357,2.354310524070899,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,2.838141756076189,-0.3118428343415906,-0.5029957698887288,1.3075348331064864,2.393650485390772,0.7864003426765825
Jang Kun Lee,7,9.0,Patna Pirates,12,9,8.0,Raider,0.0,2.78,25.0,22.0,1.0,2.0,2.0,1.0,0.17,26.0,1.2101269874156597,-0.44714607015407415,0.8588666722904525,0.4985661804655268,0.6045567680908652,-0.5632507546763028,1.259845050740026,1.4672881784837013,-0.050289801273326475,-0.6361568418858041,0.24415421073249605
Jasmer Singh Gulia,6,2.0,Bengaluru Bulls,51,6,1.0,All Rounder,1.0,0.0,7.0,7.0,4.0,0.0,0.0,5.0,0.67,4.0,-0.16471028553489228,0.48667279458758345,-0.6200142576264694,-0.19344611898111627,-0.11017152112414846,-0.28746217272339813,-0.3118428343415906,-0.5029957698887288,2.665359467486299,-0.044397598277097765,-0.5511401161188308
Jasvir Singh,6,2.0,Tamil Thalaivas,52,16,8.0,Raider,0.0,2.8,42.0,32.0,4.0,2.0,3.0,2.0,0.25,46.0,-0.16471028553489228,-0.44714607015407415,0.869506103440934,1.1521333521651342,1.0810422942342077,-0.28746217272339813,1.259845050740026,2.4524301526699164,0.6286225159165799,-0.5414753629084111,0.9671490533246114
Jawahar Dagar,7,1.0,Patna Pirates,390,5,9.0,Defender,2.0,0.6,3.0,1.0,4.0,0.0,0.0,3.0,0.8,4.0,-0.361115610242114,1.420491659329241,-0.3008313231120258,-0.3472266299692592,-0.3960628368101539,-0.28746217272339813,-0.3118428343415906,-0.5029957698887288,1.3075348331064864,0.10945980506116589,-0.5511401161188308
Jay Bahadur Bohara,3,2.0,Dabang Delhi K.C.,263,1,8.0,Raider,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,-0.16471028553489228,-0.44714607015407415,-0.6200142576264694,-0.3856717577162949,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6234396003780424
Jeeva Gopal,5,0.0,Haryana Steelers,53,6,4.0,"Defender, left cover",0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.83,5.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,0.14496535967768817,-0.514990373989225
Jeeva Kumar,7,0.0,Bengal Warriors,54,15,5.0,"Defender, right and left cover",1.0,0.0,1.0,1.0,25.0,0.0,0.0,1.0,1.73,26.0,-0.5575209349493357,0.48667279458758345,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,1.6430579009469353,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,1.2101319981733596,0.24415421073249605
Jishnu,2,0.0,Telugu Titans,239,3,7.0,"Defender, right cover",0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.5632507546763028,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.4467938839310181,-0.6595893425076481
Jitesh Joshi,2,5.0,Puneri Paltan,55,5,1.0,All Rounder,2.0,2.6,13.0,12.0,3.0,0.0,0.0,2.0,0.6,16.0,0.4245056885867729,1.420491659329241,0.7631117919361197,0.037224647501098086,0.12807124194752276,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,0.6286225159165799,-0.12724389238231673,-0.1173432105635616
Joginder Singh Narwal,7,1.0,Dabang Delhi K.C.,194,14,3.0,"Defender, left corner",1.0,0.8,4.0,3.0,33.0,0.0,0.0,4.0,2.64,37.0,-0.361115610242114,0.48667279458758345,-0.19443701160721125,-0.30878150222222345,-0.30076573158148545,2.3784941194880145,-0.3118428343415906,-0.5029957698887288,1.9864471502963925,2.287133821541205,0.6418013741581595
K. Prapanjan,7,10.0,Bengal Warriors,219,16,8.0,Raider,0.0,5.8,87.0,64.0,2.0,3.0,3.0,0.0,0.13,89.0,1.4065323121228814,-0.44714607015407415,2.4654207760131523,2.882164100781742,2.6057959778929036,-0.47132122735866794,2.045688993280834,2.4524301526699164,-0.7292021184632329,-0.6834975813745007,2.5215879648976594
Kalimuthu Balamahendran,2,5.0,Puneri Paltan,56,6,3.0,"Defender, left corner",0.0,3.0,6.0,2.0,5.0,0.0,1.0,6.0,0.83,11.0,0.4245056885867729,-0.44714607015407415,0.9759004149457486,-0.231891246728152,-0.34841428419581966,-0.1955326454057632,-0.3118428343415906,0.4821462042974862,3.3442717846762053,0.14496535967768817,-0.29809192121159045
Kamal Kishor Jat,5,0.0,Jaipur Pink Panthers,638,7,8.0,Raider,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6957390846372539
Kamal Singh,7,3.0,Telugu Titans,2307,2,8.0,Raider,0.0,0.0,13.0,7.0,2.0,0.0,0.0,1.0,0.25,2.0,0.03169503917232944,-0.44714607015407415,-0.6200142576264694,0.037224647501098086,-0.11017152112414846,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.5414753629084111,-0.6234396003780424
Kashiling Adake,6,12.0,Bengaluru Bulls,58,20,8.0,Raider,0.0,3.35,67.0,51.0,15.0,1.0,3.0,2.0,0.85,84.0,1.7993429615373249,-0.44714607015407415,1.162090460079174,2.1132615458410275,1.9863647939065583,0.723762627770586,0.47400110819921776,2.4524301526699164,0.6286225159165799,0.16863572942203645,2.3408392542496306
Kazuhiro Takano,2,0.0,Jaipur Pink Panthers,199,2,1.0,All Rounder,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6595893425076481
Kedar Lal,2,9.0,Bengal Warriors,180,9,8.0,Raider,0.0,1.33,12.0,7.0,1.0,0.0,1.0,0.0,0.0,13.0,1.2101269874156597,-0.44714607015407415,0.08750791388054731,-0.0012204802459376378,-0.11017152112414846,-0.5632507546763028,-0.3118428343415906,0.4821462042974862,-0.7292021184632329,-0.8373549847127643,-0.2257924369523789
Kiran A,1,0.0,Telugu Titans,149,4,9.0,Defender,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.6551802819939377,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6957390846372539
Krushna Madane,7,0.0,Telugu Titans,274,6,9.0,Defender,0.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.5,3.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.42411688546333065,-0.3960628368101539,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.24559574110405796,-0.5872898582484366
Kuldeep,5,0.0,Bengal Warriors,392,5,8.0,Raider,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.6200142576264694,-0.4625620132103664,-0.4437113894244882,-0.47132122735866794,-0.3118428343415906,-0.5029957698887288,-0.7292021184632329,-0.8373549847127643,-0.6234396003780424
Kuldeep Singh,7,1.0,Haryana Steelers,732,7,9.0,Defender,2.0,1.23,1.0,7.0,6.0,0.0,1.0,2.0,0.86,6.0,-0.361115610242114,1.420491659329241,0.03431075812813999,-0.42411688546333065,-0.11017152112414846,-0.10360311808812828,-0.3118428343415906,0.4821462042974862,0.6286225159165799,0.18047091429421058,-0.4788406318596193
Lalit Chaudhary,7,0.0,Gujarat Fortunegiants,2306,3,8.0,Raider,0.0,1.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,-0.5575209349493357,-0.44714607015407415,-0.08804270010239672,-0.3856717577162949,-0.3960628368101539,-0.379391700041033,-0.3118428343415906,-0.5029957698887288,-0.050289801273326475,-0.8373549847127643,-0.6234396003780424
